Env	DistB73	SS	NSS	TS	INBRED	DTT_Inbred	PltYield_Inbred	TSLLEN_Inbred	TSLBCHCNT_Inbred	TSLANG_Inbred	PLTHT_Inbred	UPLFANG_Inbred	LFWDT_Inbred	LFLEN_Inbred	RPR_Inbred	STLKWDT_Inbred	10KWt_Inbred	CobDia_Inbred	KnlHgt_Inbred	EarLength_Inbred	CobWt_Inbred	TotKnlWt_Inbred	DTT_B73	PltYield_B73	TSLLEN_B73	TSLBCHCNT_B73	TSLANG_B73	PLTHT_B73	UPLFANG_B73	LFWDT_B73	LFLEN_B73	RPR_B73	STLKWDT_B73	10KWt_B73	CobDia_B73	KnlHgt_B73	EarLength_B73	CobWt_B73	TotKnlWt_B73	DTT_Hyb	PltYield_Hyb	TSLLEN_Hyb	TSLBCHCNT_Hyb	TSLANG_Hyb	PLTHT_Hyb	UPLFANG_Hyb	LFWDT_Hyb	LFLEN_Hyb	RPR_Hyb	STLKWDT_Hyb	10KWt_Hyb	CobDia_Hyb	KnlHgt_Hyb	EarLength_Hyb	CobWt_Hyb	TotKnlWt_Hyb	DTT_bph	PltYield_bph	TSLLEN_bph	TSLBCHCNT_bph	TSLANG_bph	PLTHT_bph	UPLFANG_bph	LFWDT_bph	LFLEN_bph	RPR_bph	STLKWDT_bph	10KWt_bph	CobDia_bph	KnlHgt_bph	EarLength_bph	CobWt_bph	TotKnlWt_bph
02F	1.35314215	0.143	0.841	0.016	C49	46	.	311.3333333	4.333333333	70	68.33333333	58.33333333	61.66666667	511	7.966666667	.	2	23.20333333	6.35	49.22	5.633333333	7.766666667	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	48	.	371.5	5	61.25	141.6666667	55	95	791.3333333	8.05	17.5	3.8	29.618	18.488	125.34	22.48	104.96	8.5	.	41.91666665	0.833333334	6.25	40.83333334	10.83333334	13.41666667	121.75	0.616666666	.	0.291666667	1.195000003	4.345833333	33.33333333	5.133333334	27.54166667
02F	1.31058254	0.127	0.869	0.004	C49A	46	.	266	2	40	65	60	56	463	.	.	2.1	20.83	6.33	57.44	4.5	11.9	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	48	.	371	5	56.66666667	131.6666667	50	94.33333333	753	9.333333333	15	3.8	27.958	17.606	144.054	24.32	93.22	8.5	.	19.25	2	21.25	42.5	10	16.25	145.75	.	.	0.241666667	2.381666668	4.355833333	29.22333333	5.7	25.475
02F	1.78058617	0.004	0.993	0.003	CH701-30	51	.	295.25	4	51.25	107.5	40	94.5	576.5	8.075	11	2.6	19.7875	14.9675	96.4075	6.95	27.925	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	51	.	375	7	51.66666667	136.6666667	58.33333333	107	770.6666667	9.866666667	17.5	3.5	27.484	21.734	136.206	21.3	126.54	6	.	33.875	1	15.625	21.25	20	3	89	0.5625	2.25	0.008333333	2.902916668	0.037083333	9.739583325	4.475	17.4625
02F	1.5182219	0.003	0.992	0.005	CH9	57	.	246.6666667	1	68.33333333	86.66666667	38.33333333	88.66666667	610	10.33333333	15.5	2.733333333	24.46	12.84666667	77.31	8.266666667	36.5	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	351	5	62.5	140	.	102	779.5	8.7	19.5	3.34	33.938	16.74	130.762	25.74	116.44	3	.	9.58333335	2.5	7.083333335	31.66666667	.	0.083333335	72.25	0.566666665	0	0.075	0.566666667	1.097499998	19.28833333	3.816666667	13.175
02F	1.68527599	0.006	0.992	0.002	CI187-2	65	.	191	17	60	110	45	79	686	10.1	.	2.6	24.58	9.63	105.75	12.9	36.3	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	53	.	385.5	10.5	45	155	60	105.5	895	8	20	3.34	27.694	19.726	153.462	27.1	123.8	1	.	18.25	5.5	11.25	20	17.5	4.75	34.25	0.45	.	0.008333333	0.506666668	2.705833333	5.068333325	1.5	13.275
02F	1.5182219	0.119	0.866	0.015	CI21E	63	.	387.2	7.8	68	132	63	96.2	745.4	8.78	18	2.76	29.986	13.12	113.314	16.76	68.74	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	383.5	10	57.5	146.6666667	60	117	904	10	.	3.76	30.614	24.052	145.028	27.8	141.68	0	.	79.85	0.9	7.25	9	8.5	3.85	4.55	0.21	.	0.088333333	2.196333333	0.960833333	1.286333325	0.43	2.945
02F	1.71604765	0.004	0.749	0.247	CI28A	60	.	304.6	8	63	91	60	94.2	608.6	13.76	11	2.5	22.074	13.746	96.47	11.66	35.1	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	46	.	345	8	50	120	50	84	750	9.7	13.33333333	2.98	27.1	15.024	120.296	19.76	79.26	1.5	.	38.55	1	9.75	29.5	10	2.85	72.95	2.28	2.25	0.041666667	1.759666668	0.647833332	9.708333325	2.12	13.875
02F	1.65542303	0.002	0.994	0.004	CI31A	70	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	58	.	401.5	11.5	47.5	151.6666667	63.33333333	96	895.6666667	8.833333333	19	3.54	27.812	22.366	139.944	23.4	111.24	3.5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
02F	1.46821148	0.083	0.905	0.012	CI3A	61	.	315.6	14.4	55	152	55	97.4	614.6	11.02	15	2.66	28.976	15.018	93.332	14.98	53.62	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	55	.	366.6666667	8.666666667	61.66666667	171.6666667	67.5	105	822.6666667	10.5	23	3.58	31.16	22.63	153.368	34.64	177.28	1	.	44.05	4.2	13.75	1	12.5	4.45	69.95	0.91	0.25	0.038333333	1.691333333	0.011833333	11.27733333	0.46	4.615
02F	1.78058617	0.011	0.988	0.001	CI44	64	.	257.2	4.8	60	125	50	82.4	617.6	8.94	11	2.4	25.798	15.928	87.464	10.04	52.92	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	53	.	331	7.5	42.5	135	75	105	876	11.9	16	2.9875	30.52375	19.8875	131.2425	22.1375	142.975	0.5	.	14.85	0.6	11.25	12.5	15	3.05	68.45	0.13	2.25	0.091666667	0.102333332	0.443166668	14.21133333	2.93	4.965
02F	1.74779635	0.012	0.986	0.002	CI64	62	.	313.4	8.8	52	121	49	88.8	730.4	10.98	11.5	2.54	28.036	13.852	86.4475	9.96	48.08	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	372	9	55	140	60	102.5	801	9.7	17	3.36	29.352	24.484	148.154	27.44	191.16	0.5	.	42.95	1.4	15.25	14.5	15.5	0.15	12.05	0.89	2	0.021666667	1.221333333	0.594833333	14.71958333	2.97	7.385
02F	1.4929041	0.011	0.935	0.054	CI66	70	.	.	.	.	131.6666667	58.75	.	726.5	.	13.5	1.65	22.98	6.075	89.205	12.725	15.9	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	388	8.5	60	.	.	.	.	.	.	3.98	31.502	20.358	148.87	35.14	176.32	3.5	.	.	.	.	.	.	.	.	.	.	0.466666667	1.306666668	4.483333333	13.34083333	1.5875	23.475
02F	1.84957904	0.004	0.994	0.002	CI7	62	.	395.5	8.5	35	152.5	75	90.5	811.5	.	16	1.75	23.36	12.35	69.89	7.4	25.3	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	417	8.2	61	178.3333333	71.66666667	101	939.6666667	8.233333333	21	3.2	28.924	23.026	172.49	31.26	186.46	0.5	.	84	1.25	23.75	1.25	2.5	1	28.5	.	0.25	0.416666667	1.116666668	1.345833333	22.99833333	4.25	18.775
02F	1.88594668	0.003	0.737	0.26	CI90C	59	.	311.8	9.8	53	103	30	79	715.2	10.7	11.75	1.42	20.738	9.63	78.13	6.26	28.52	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	399	10	65	141.6666667	60	96	921.5	10	15.5	2.98	31.828	16.646	127.246	26.32	114.46	2	.	42.15	1.9	14.75	23.5	25	4.75	19.65	0.75	1.875	0.581666667	2.427666668	2.705833333	18.87833333	4.82	17.165
02F	1.71604765	0.002	0.997	0.001	CI91B	61	.	282.3333333	6.666666667	60	101.6666667	40	81.66666667	585.3333333	.	18	1.933333333	21.85	11.57333333	90.63333333	5.433333333	32.83333333	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	55	.	306.5	8	52.5	151.6666667	70	107	783	9.35	21	3.34	30.22	21.826	151.582	29.16	146.9	1	.	27.41666665	0.333333334	11.25	24.16666665	20	3.416666665	84.58333335	.	1.25	0.325	1.871666668	1.734166668	12.62666666	5.233333334	15.00833334
02F	0.85299588	0.995	0.004	0.001	CM105	52	.	244	2	57.5	88.75	45	65	636.25	10.325	11	2.85	20.035	14.915	71.4775	6.475	22.9	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	51	.	356	6	55	.	60	91	789.5	10.85	18	3.42	28.768	18.806	139.314	23.16	123.68	5.5	.	8.25	2	12.5	.	17.5	11.75	59.125	0.5625	2.25	0.133333333	2.779166668	0.063333333	22.20458333	4.7125	19.975
02F	0.89132411	0.997	0.002	0.001	CM174	52	.	229.5	2.5	60	77.5	25	.	580.5	.	.	2.5	18.165	11.2	62.24	4.6	9.05	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	52	.	373	6.5	47.5	140	57.5	91.5	827	8.65	.	3.16	27.316	20.99	130.348	23.28	115.82	5.5	.	1	1.75	11.25	36.25	27.5	.	87	.	.	0.041666667	3.714166668	1.920833333	26.82333333	5.65	26.9
02F	1.71604765	0.013	0.969	0.018	CM37	41	.	268.5	5.5	50	65	45	49	524	12.5	.	2	16.58	4.29	.	1.95	.	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	46	.	401.3333333	7.333333333	46.66666667	127.5	67.5	92	835.5	10.65	21	2.9	28.922	17.536	142.366	19	109.28	11	.	20.5	0.25	16.25	42.5	17.5	19.75	115.25	1.65	.	0.291666667	4.506666668	5.375833333	.	6.975	.
02F	1.1927995	0.059	0.939	0.002	CM7	46	.	.	.	.	.	.	.	.	.	.	2.56	20.33	9.238	61.288	3.22	13.9	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	46	.	432	5	65	148.3333333	.	103	830	.	23	3.74	29.914	21.998	128.15	24.5	132.52	8.5	.	.	.	.	.	.	.	.	.	.	0.011666667	2.631666668	2.901833333	27.29933333	6.34	24.475
02F	1.67397643	0.002	0.002	0.996	CML10	66	.	362.6	16	39	172	73	81	888.8	12.58	15.25	2.72	21.272	14.852	149.078	16.22	55.04	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	58	.	409	10	62.5	195	73.33333333	104.6666667	992	10.9	20.5	3.72	29.088	21.428	168.396	30.82	155.02	1.5	.	67.55	5	21.75	11	3.5	3.75	67.15	1.69	0.125	0.068333333	2.160666668	0.094833333	16.59566668	0.16	3.905
02F	2.0907411	0.003	0.005	0.992	CML103	61	.	361.8	9.2	51	123	51	89.6	655.4	10.48	12	3.3	23.504	16.64	129.514	17.06	93.4	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	379.6666667	7	56.66666667	143.3333333	56.66666667	107.6666667	833	10.9	16.5	3.5375	28.948	23.526	135.044	25.66	177.59625	1	.	67.15	1.6	15.75	13.5	14.5	0.55	49.55	0.64	1.75	0.358333333	1.044666668	0.799166668	6.813666675	0.58	15.275
02F	1.88594668	0.002	0.099	0.899	CML108	64	.	336	8.6	60	127	53	90.8	778.2	13.72	13.25	2.22	27.956	11.372	104.67	17.74	46.28	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	56	.	357.75	6.5	51.25	145	55	94.33333333	873.6666667	10.96666667	16	3.14	34.24	20.688	136.184	30.9	128.14	0.5	.	54.25	1.3	11.25	11.5	13.5	1.15	11.85	2.26	1.125	0.181666667	1.181333333	1.834833333	5.608333325	0.92	8.285
02F	1.74779635	0.003	0.002	0.995	CML11	73	.	368.5	14.25	50	168.75	70	.	.	10.3	16	2.34	21.892	11.95	122.444	13.24	42.18	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	60	.	488.5	11	60	.	.	.	.	.	22.5	3.96	29.756	20.156	183.408	34.84	155.18	5	.	70.5	4.125	16.25	.	.	.	.	.	0.25	0.121666667	1.850666668	1.545833333	3.278666675	1.33	10.335
02F	2.23734457	0.001	0.001	0.998	CML14	68	.	327.5	13.5	65	121.6666667	43.33333333	.	815.5	8.4	16	1.98	24.922	10.864	92.804	15.02	29.28	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	60	.	360	11.33333333	56.66666667	170	70	109	973	8.95	14	3.52	26.65	22.876	149.974	34.74	138.62	2.5	.	50	3.75	8.75	14.16666665	18.33333334	.	30.5	0.4	0.25	0.301666667	0.335666668	2.088833333	11.54133333	0.44	16.785
02F	1.59826461	0.002	0.005	0.993	CML154Q	66	.	347.6	12.2	62	113	49	.	751.4	12.36	15.66666667	2.12	29.958	12.068	91.108	18.64	40.64	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	56	.	400	8.5	35	160	62.5	98	879.5	10.6	17.5	3.2	34.614	18.582	169.158	34.92	169.64	1.5	.	60.05	3.1	10.25	18.5	15.5	.	1.55	1.58	0.083333335	0.231666667	2.182333333	1.486833333	12.38933333	1.37	11.105
02F	1.78058617	0.004	0.018	0.978	CML157Q	61	.	276.2	10.6	75	129	63	88.8	858.4	10.12	13.5	2.58	25.17	14.79	98.916	12.06	57.2	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	386.75	11.75	70	147.5	73.75	107.25	941.5	11.8	.	3.54	29.498	23.418	162.326	34.42	181.72	1	.	24.35	2.3	3.75	10.5	8.5	0.15	51.95	0.46	.	0.001666667	0.211666668	0.125833333	8.485333325	1.92	2.825
02F	1.71604765	0.01	0.018	0.972	CML158Q	67	.	299	15.5	70	116.25	58.33333333	104	794.75	.	18	2.175	30.4875	13.9775	123.845	24.45	72.6	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	55	.	386	10.5	65	155	62.5	110.5	834.5	10.55	18	3.26	33.37	21.338	165.996	41.52	180.68	2	.	35.75	4.75	6.25	16.875	10.83333334	7.75	20.125	.	1.25	0.204166667	2.447083333	0.532083333	3.979166675	4.275	4.875
02F	1.78058617	0.01	0.301	0.689	CML218	61	.	265.2	14.2	53	93	31.25	88.8	756.4	13.72	12	2.24	26.474	9.354	95.874	13.22	29.06	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	57	.	.	.	.	135	67.5	91.5	878	11.3	14	3.26	30.358	21	140.428	29.5	143.82	1	.	.	.	.	28.5	24.375	0.15	0.95	2.26	1.75	0.171666667	0.440333333	2.843833333	10.00633333	1.34	16.895
02F	1.54419739	0.059	0.053	0.888	CML220	55	.	320.4	15.8	59	105	41	77.8	727.8	11.28	14	3.36	27.034	12.964	111.76	14	42.72	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	53	.	337.5	12.5	30	142.5	55	99	877	12	.	3.42	28.754	21.502	132.008	22.64	129.06	4	.	46.45	4.9	11.75	22.5	19.5	5.35	13.35	1.04	.	0.388333333	0.720333332	1.038833333	2.063333325	0.95	10.065
02F	2.13726111	0.003	0.002	0.995	CML228	63	.	250	9	72.5	112.5	50	91.5	894.5	11.7	15.5	2.82	22.57	13.278	119.402	11.58	52.44	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	56	.	373.8	8.2	55	150	65	107.5	944.75	10.575	20	3.86375	32.912	22.594	140.062	27.62	154.895	0	.	11.25	1.5	5	18.75	15	1.5	70	1.25	0	0.118333333	1.511666668	0.881833333	1.757666675	2.16	5.205
02F	1.81448772	0.001	0.004	0.995	CML238	66	.	319.4	18.2	55	114	61	103.4	647.6	9.92	17.33333333	2.72	32.944	10.252	87.168	13.46	51.66	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	357	12	65	155	60	94	911	11.2	.	3.52	34.718	20.196	149.908	31.76	152.32	1.5	.	45.95	6.1	13.75	18	9.5	7.45	53.45	0.36	.	0.068333333	3.675333333	2.394833333	14.35933333	1.22	5.595
02F	1.92368701	0.003	0.006	0.991	CML247	68	.	334	9.6	64	124	59	.	836	11.54	16	1.86	25.728	13.424	85.98	15.68	33.42	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	55	.	375	9.5	62.5	163.3333333	65	109	928.5	11.4	19	3.34375	28.822	23.664	140.672	28.56	156.0225	2.5	.	53.25	1.8	9.25	13	10.5	.	40.75	1.17	0.25	0.361666667	0.067333332	0.808833333	14.95333333	0.11	14.715
02F	2.54272622	0.001	0.006	0.993	CML254	68	.	222.75	9.5	62.5	148.75	65	.	980	10.05	10.33333333	2.3	23.155	13.505	115.985	13.9	61.2	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	56	.	349.25	9	61.25	158.3333333	76.25	106.25	1004.25	10.325	17.5	3.48	28.824	23.7	155.518	28.92	169.92	2.5	.	2.375	1.75	10	0.625	7.5	.	112.75	0.425	2.583333335	0.141666667	1.219166668	0.768333332	0.049166675	1	0.825
02F	2.16332303	0.001	0.002	0.997	CML258	70	.	.	.	.	.	68.75	.	897.25	14.9	16.33333333	2.225	27.8125	14.2175	108.99	14.9	56.625	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	59	.	399	10.5	72.5	177.5	72.5	113	995	12	22	3.78	29.516	23.066	145.914	29.14	158.56	3.5	.	.	.	.	.	5.625	.	71.375	2.85	0.416666665	0.179166667	1.109583333	0.412083333	3.448333325	0.5	3.1125
02F	1.44411393	0.016	0.004	0.98	CML261	66	.	322.8	17.4	60	143	59	82.6	740.2	9.95	12	2.7	26.126	15.226	109.614	13.4	57.12	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	55	.	360	12	55	152.5	72.5	97.5	889.5	9.35	17	3.8	30.59	23.166	167.564	30.3	165.58	1.5	.	47.65	5.7	11.25	3.5	10.5	2.95	7.15	0.375	1.75	0.058333333	0.266333333	0.092166668	3.136333325	1.25	2.865
02F	2.29141179	0.002	0.001	0.997	CML264	68	.	313.6	18.4	29	132	52	.	755.75	11.66	18	2.36	26.89	9.662	126.554	17.68	47.98	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	60	.	383	16	32.5	168.75	57.5	107.5	864	10.15	21	3.3	28.522	24.492	129.504	26.6	139.62	2.5	.	43.05	6.2	26.75	9	14	.	0.625	1.23	1.25	0.111666667	0.648333333	2.689833333	5.333666675	0.89	7.435
02F	2.18605128	0.001	0.004	0.995	CML277	66	.	337.2	5.2	68	153	69	.	760	11.82	19	2.54	26.164	13.676	91.848	16	33.76	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	55	.	346.5	8.25	60	176.25	68.75	116.5	935.5	9.95	21.66666667	3.945	34.778	21.294	147.412	36.92	163.05875	1.5	.	54.85	0.4	7.25	1.5	5.5	.	2.75	1.31	1.75	0.021666667	0.285333333	0.682833333	12.01933333	0.05	14.545
02F	1.96290773	0.023	0.046	0.931	CML281	66	.	255.75	12.5	57.5	115	48.75	.	608.75	11.4	12	3	28.985	12.095	86.6675	11.725	50.95	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	59	.	371.3333333	11.33333333	45	145	60	114	876	11.2	.	3.8	29.224	23.334	131.426	25.18	143.06	1.5	.	14.125	3.25	12.5	17.5	15.625	.	72.875	1.1	.	0.208333333	1.695833333	1.473333333	14.60958333	2.0875	5.95
02F	2.18605128	0.004	0.022	0.974	CML287	63	.	249	11.5	70	142.5	58.75	96	810.5	10.625	13	2.625	25.3275	13.8075	115.7075	16.4	51.625	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	60	.	.	.	.	160	.	108	1006	.	.	3.34	30.078	20.668	132.104	25.12	112.22	0	.	.	.	.	3.75	.	3.75	28	.	.	0.020833333	0.132916668	0.617083333	0.089583325	0.25	5.6125
02F	1.88594668	0.004	0.114	0.882	CML311	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	58	.	315.5	12	57.5	182.5	70	110.5	915.5	10.4	21.5	3.06	30.408	21.634	143.1	35.58	144.06	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
02F	1.84957904	0.003	0.002	0.995	CML314	61	.	316	9.8	82	144	48	90.8	867	11.04	16.33333333	3.2	25.616	14.028	118.264	19.46	51.22	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	52	.	379	10	70	160	65	93	926	9.8	.	3.86	28.048	23.718	144.028	26.06	131.72	1	.	44.25	1.9	0.25	3	16	1.15	56.25	0.92	.	0.308333333	0.011333333	0.506833333	1.188666675	1.78	5.815
02F	1.96290773	0.027	0.008	0.965	CML321	70	.	292.6	6	72	162	57	91.6	857.4	10.52	14	2.28	32.458	10.45	125.782	24	72.74	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	56	.	392.3333333	7.666666667	55	173.3333333	70	114.5	964	11.25	20	3.5	34.484	17.474	156.452	35.68	158.02	3.5	.	32.55	0	5.25	6	11.5	1.55	51.45	0.66	0.75	0.151666667	3.432333333	2.295833333	4.947666675	4.05	4.945
02F	2.00372972	0.01	0.005	0.985	CML322	60	.	287.5	4	55	123.75	38.75	92.25	680.5	9.1	11	2.3	27.1025	14.7025	96.97	15.5	49.05	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	53	.	358	9.666666667	46.66666667	165	57.5	100.5	850	11.55	18	3.297142857	28.876	22.924	154.584	31.2	141.32	1.5	.	30	1	13.75	13.125	20.625	1.875	37	0.05	2.25	0.141666667	0.754583332	0.169583333	9.458333325	0.2	6.9
02F	1.68527599	0.007	0.34	0.653	CML323	64	.	316.4	7.6	62	116	54	91.2	882.2	10.28	14	2.46	24.874	14.208	108.346	14.22	57.14	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	52	.	.	.	.	170	62.5	100	983.5	9.9	16	3.7	30.626	20.734	161.684	32.2	162.02	0.5	.	.	.	.	17	13	1.35	63.85	0.54	0.75	0.061666667	0.359666668	0.416833333	3.770333325	0.84	2.855
02F	1.57086564	0.002	0.357	0.641	CML328	53	.	212.6666667	6.666666667	68.33333333	91.66666667	56.66666667	77.33333333	603.3333333	10.96666667	10	2.166666667	20.92333333	14.06666667	73.79666667	5.733333333	22.9	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	48	.	324.25	9.75	62.5	135	58.33333333	96.33333333	777.6666667	10.43333333	14	3.4	28.864	20.168	137.08	22.42	143.5	5	.	7.41666665	0.333333334	7.083333335	29.16666667	11.66666667	5.583333335	75.58333335	0.883333335	2.75	0.208333333	2.335000003	0.487499998	21.04499999	5.083333334	19.975
02F	2.18605128	0.002	0.003	0.995	CML331	65	.	387.6	13	47	152	54	99.6	804.8	9.9	16.33333333	3.02	27.222	18.144	105.134	18.46	69.18	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	383	10.33333333	56.66666667	165	62.5	116	965	11.4	24	3.94	34.234	22.034	133.954	28.4	142.88	1	.	80.05	3.5	17.75	1	13	5.55	25.15	0.35	0.416666665	0.218333333	0.814333332	1.551166668	5.376333325	1.28	3.165
02F	2.40919483	0.002	0.003	0.995	CML332	59	.	350	11.75	57.5	98.75	50	90.6	781.6	12.6	16	4.24	26.238	17.296	112.268	16.02	70.475	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	52	.	389.5	8.5	57.5	140	65	108	930	11	19.5	3.84	28.838	24.842	148.7	29.16	172.34	2	.	61.25	2.875	12.5	25.625	15	1.05	13.55	1.7	0.25	0.828333333	0.322333333	1.127166668	1.809333325	0.06	3.8125
02F	1.92368701	0.013	0.029	0.958	CML333	59	.	300.4	13.2	72.5	131	62	90.6	767	12.1	13.75	2.36	25.856	10.818	108.986	14.06	51.64	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	56	.	353.3333333	13.75	53.75	156.4285714	60.83333333	113.1666667	883.6666667	10.5	18	3.55875	27.476	21.044	137.982	26.22	129.4275	2	.	36.45	3.6	5	9.5	9	1.05	6.25	1.45	0.875	0.111666667	0.131333332	2.111833333	3.450333325	0.92	5.605
