Env	DistB73	SS	NSS	TS	INBRED	DTT_Inbred	PltYield_Inbred	TSLLEN_Inbred	TSLBCHCNT_Inbred	TSLANG_Inbred	PLTHT_Inbred	UPLFANG_Inbred	LFWDT_Inbred	LFLEN_Inbred	RPR_Inbred	STLKWDT_Inbred	10KWt_Inbred	CobDia_Inbred	KnlHgt_Inbred	EarLength_Inbred	CobWt_Inbred	TotKnlWt_Inbred	DTT_B73	PltYield_B73	TSLLEN_B73	TSLBCHCNT_B73	TSLANG_B73	PLTHT_B73	UPLFANG_B73	LFWDT_B73	LFLEN_B73	RPR_B73	STLKWDT_B73	10KWt_B73	CobDia_B73	KnlHgt_B73	EarLength_B73	CobWt_B73	TotKnlWt_B73	DTT_Hyb	PltYield_Hyb	TSLLEN_Hyb	TSLBCHCNT_Hyb	TSLANG_Hyb	PLTHT_Hyb	UPLFANG_Hyb	LFWDT_Hyb	LFLEN_Hyb	RPR_Hyb	STLKWDT_Hyb	10KWt_Hyb	CobDia_Hyb	KnlHgt_Hyb	EarLength_Hyb	CobWt_Hyb	TotKnlWt_Hyb	DTT_bph	PltYield_bph	TSLLEN_bph	TSLBCHCNT_bph	TSLANG_bph	PLTHT_bph	UPLFANG_bph	LFWDT_bph	LFLEN_bph	RPR_bph	STLKWDT_bph	10KWt_bph	CobDia_bph	KnlHgt_bph	EarLength_bph	CobWt_bph	TotKnlWt_bph
03W	1.92368701	0.013	0.029	0.958	CML333	87	.	.	.	.	224	.	108.2	933	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	306	.	114.8	1001.2	.	.	3.2	30.31	18.848	194.01	48.08	190.56	6.75	.	.	.	.	4.975	.	5.775	30.735	.	.	.	.	.	.	.	.
03W	2.04628933	0.002	0.004	0.994	CML341	91	.	.	.	.	.	.	113.6	1077.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	78	.	.	.	.	312	.	101.8	1106.8	.	.	2.84	29.174	18.47	147.228	29.86	120.04	8.75	.	.	.	.	.	.	8.475	102.935	.	.	.	.	.	.	.	.
03W	2.18605128	0.006	0.165	0.829	CML349	80	.	.	.	.	155	.	85	756.8	.	.	1.9	23.99	7.37	109.66	11.1	12.8	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	314	.	110.6	946.8	.	.	3.04	26.35	19.59	152.696	24.78	133.52	3.25	.	.	.	.	29.525	.	5.825	57.365	.	.	0.250175439	1.600122807	4.980969298	5.404561403	3.998815789	35.51885965
03W	2.13726111	0.001	0.002	0.997	CML38	89	.	.	.	.	.	.	126.6	788.8	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	272.5	.	115.25	936.5	.	.	2.4	30.73	22.03	171.59	32.9	158.4	7.75	.	.	.	.	.	.	14.975	41.365	.	.	.	.	.	.	.	.
03W	2.50843715	0.001	0.034	0.965	CML5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	82	.	.	.	.	337	.	108.8	1135.8	.	.	2.733333333	24.58333333	14.6	163.47	22.26666667	25.16666667	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03W	2.0907411	0.002	0.01	0.988	CML52	.	.	.	.	.	.	.	92.4	1081.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	76	.	.	.	.	337	.	103.2	1065	.	.	2.68	26.194	18.966	162.58	29.06	137.8	.	.	.	.	.	.	.	2.125	104.935	.	.	.	.	.	.	.	.
03W	2.04628933	0.006	0.028	0.966	CML69	89	.	.	.	.	.	.	119.8	1087.4	.	.	1.9	23.06	8.82	107.16	14.2	8.7	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	323	.	116.6	1009.8	.	.	2.86	28.058	18.806	182.702	37.14	172.1	7.75	.	.	.	.	.	.	11.575	107.935	.	.	0.250175439	2.065122807	4.255969298	6.654561403	2.448815789	37.56885965
03W	1.62643549	0.005	0.302	0.693	CML77	82	.	.	.	.	197	.	120.8	888.2	.	.	2.22	20.658	10.13	90.7	9.72	9	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	285	.	102.8	939	.	.	2.68	30.286	21.556	148.204	30.52	163.22	4.25	.	.	.	.	8.525	.	12.075	8.335	.	.	0.090175439	3.266122807	3.600969298	14.8845614	4.688815789	37.41885965
03W	1.88594668	0.014	0.001	0.985	CML9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	82	.	.	.	.	317	.	113.6	1036.8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03W	1.81448772	0.015	0.218	0.767	CML91	87	.	.	.	.	195	.	114.4	777.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	267	.	126.6	934.4	.	.	2.84	29.936	19.24	173.446	34.8	184.1	6.75	.	.	.	.	9.525	.	8.875	47.065	.	.	.	.	.	.	.	.
03W	1.39759392	0.096	0.275	0.629	CML92	87	.	.	.	.	216	.	102.6	955.4	.	.	1.925	26.6975	10.5025	129.31	17.525	47.575	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	305	.	111	1001.6	.	.	2.94	28.466	21.836	188.868	32.76	205.56	6.75	.	.	.	.	0.975	.	2.975	41.935	.	.	0.237675439	0.246372807	3.414719298	4.420438597	0.786315789	18.13135965
03W	1.54419739	0.147	0.847	0.006	CMV3	54	.	.	.	.	127	.	.	.	.	.	1.74	23.92	13	118.554	11.42	41.36	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	59	.	.	.	.	243	.	103.2	908	.	.	2.3	27.486	18.24	138.898	17.02	114.5	9.75	.	.	.	.	43.525	.	.	.	.	.	0.330175439	1.635122807	2.165969298	0.957561403	3.838815789	21.23885965
03W	1.57086564	0.013	0.928	0.059	CO109	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	60	.	.	.	.	243	.	107.8	941.6	.	.	2.9	27.46	21.766	172.554	29.2	219.06	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03W	1.76928661	0.009	0.647	0.344	CO255	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	56	.	.	.	.	237	.	117.6	878.4	.	.	2.84	26.946	19.948	169.89	24.3	144.2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03W	1.52146914	0.004	0.614	0.382	D940Y	89	.	.	.	.	.	.	109.6	979.2	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	78	.	.	.	.	308.3333333	.	113.25	1131.5	.	.	2.9	28.53	21.64	185.23	43	177.5	7.75	.	.	.	.	.	.	6.475	53.835	.	.	.	.	.	.	.	.
03W	1.44411393	0.018	0.98	0.002	DE1	76	.	.	.	.	143	.	121.2	802.8	.	.	3.025	28.0675	18.115	155.165	26	101.425	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	295	.	120.8	944.6	.	.	2.98	28.778	21.944	135.688	22.32	129.04	1.25	.	.	.	.	35.525	.	12.275	34.365	.	.	0.312324561	0.438627193	0.391530702	17.3479386	3.451184211	8.793640351
03W	1.39759392	0.02	0.979	0.001	DE2	80	.	.	.	.	150	.	121	736	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	278	.	120.8	960.6	.	.	3.2	30.368	22.052	157.232	34.12	181.4	3.25	.	.	.	.	32.025	.	12.175	67.765	.	.	.	.	.	.	.	.
03W	1.00739628	0.779	0.218	0.003	DE811	80	.	.	.	.	210	.	81.6	866.8	.	.	2.375	21.3875	18.71	136.335	12.825	79.8	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	282	.	100.2	908.8	.	.	2.62	26.474	21.492	163.264	23.76	166.1	3.25	.	.	.	.	2.025	.	7.525	2.365	.	.	0.012675439	2.901372807	0.689030702	7.932938597	3.136315789	2.018859649
03W	1.71604765	0.006	0.923	0.071	E2558W	78	.	.	.	.	182	.	108.2	991.8	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	297	.	106	1064.8	.	.	3.06	26.146	22.878	194.462	32.28	213.18	2.25	.	.	.	.	16.025	.	5.775	60.135	.	.	.	.	.	.	.	.
03W	2.04628933	0.001	0.461	0.538	EP1	56	.	.	.	.	128	.	78	561	.	.	2.08	23.134	10.552	101.032	9.16	35.94	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	57	.	.	.	.	218	.	115	821.6	.	.	3.44	27.32	19.024	135.834	19.72	124.42	8.75	.	.	.	.	43.025	.	9.325	155.265	.	.	0.160175439	2.028122807	3.389969298	9.718561403	4.968815789	23.94885965
03W	2.04628933	0.002	0.534	0.464	F2	59	.	.	.	.	111	.	68.4	600.2	.	.	1.56	18.708	10.458	118.752	6.18	36.32	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	57	.	.	.	.	205	.	99.4	818.6	.	.	2.66	26.31	19.356	162.682	19.04	146.62	7.25	.	.	.	.	51.525	.	14.125	135.665	.	.	0.420175439	4.241122807	3.436969298	0.858561403	6.458815789	23.75885965
03W	1.54419739	0.026	0.421	0.553	F2834T	76	.	.	.	.	158	.	80.8	641.2	.	.	3.1	20.35	12.31333333	114.1833333	11	22.63333333	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	271	.	97.6	1057	.	.	3.2	25.824	21.524	182.294	33.62	177.26	1.25	.	.	.	.	28.025	.	7.925	115.165	.	.	0.349824561	3.420122807	2.509302633	3.142894753	4.048815789	30.60219298
03W	1.78058617	0.01	0.62	0.37	F44	84	.	.	.	.	201	.	72.6	828.8	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	299	.	94.2	1097	.	.	1.92	24.742	19.092	143.47	17.64	128.52	5.25	.	.	.	.	6.525	.	12.025	21.365	.	.	.	.	.	.	.	.
03W	1.84957904	0.005	0.745	0.25	F6	87	.	.	.	.	208	.	107.6	964.2	.	.	1.95	16.83	13.39	98.27	7.55	4.5	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	298	.	101	973	.	.	2.62	24.38	20.796	156.932	23.2	148.72	6.75	.	.	.	.	3.025	.	5.475	46.335	.	.	0.225175439	5.180122807	1.970969298	11.0995614	5.773815789	39.66885965
03W	2.00372972	0.004	0.979	0.017	GA209	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	301	.	97	1005.6	.	.	3.04	26.606	20.926	162.1	27.32	144.46	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03W	1.92368701	0.008	0.839	0.153	GT112	89	.	.	.	.	223	.	131.4	978.6	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	76	.	.	.	.	342	.	116.2	952.6	.	.	2.62	27.746	20.804	148.82	32.16	148.12	7.75	.	.	.	.	4.475	.	17.375	53.535	.	.	.	.	.	.	.	.
03W	1.03864882	0.753	0.209	0.038	H105W	72	.	.	.	.	168.3333333	.	92.33333333	856.6666667	.	.	2.1	29.77	9.34	154.11	28	49.2	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	64	.	.	.	.	240	.	103.8	952.4	.	.	3.26	30.282	18.9405	175.766	36.3	179.04	0.75	.	.	.	.	22.85833335	.	2.158333335	7.43166665	.	.	0.150175439	1.289877193	3.995969298	16.8204386	4.451184211	17.31885965
03W	1.23053983	0.714	0.281	0.005	H84	72	.	.	.	.	182	.	82.8	735.2	.	.	2.88	21.638	19.072	116.81	19.16	64.56	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	270	.	103.6	863.6	.	.	2.52	25.76	21.504	155.004	29.96	165.42	0.75	.	.	.	.	16.025	.	6.925	68.165	.	.	0.239824561	2.776122807	0.870030702	1.829561403	0.031184211	9.638859649
03W	0.79975692	0.997	0.002	0.001	H91	72	.	.	.	.	180	.	92.4	845.4	.	.	2.733333333	20.58666667	14.65	150.2666667	17.96666667	57.3	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	244	.	110.4	971.8	.	.	3.25	27.1	20.235	187.555	32.5	172.25	0.75	.	.	.	.	17.025	.	2.125	13.065	.	.	0.166491228	3.301789472	1.340969298	14.89877195	0.565482454	13.26885965
03W	1.84957904	0.001	0.898	0.101	H95	74	.	.	.	.	168	.	106.6	806.8	.	.	2.433333333	27.43	13.61333333	127.3666667	15.76666667	76.06666667	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	261	.	106.6	1017.4	.	.	2.92	30.078	19.74	182.46	36.56	209.18	0.25	.	.	.	.	23.025	.	4.975	32.365	.	.	0.016491228	0.119877193	1.859302633	3.448771947	1.665482454	3.885526314
03W	1.84957904	0.001	0.997	0.002	H99	66	.	.	.	.	118	.	86.4	695	.	.	2.56	22.08	13.388	138.192	16.26	47.88	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	66	.	.	.	.	261	.	108.6	915.8	.	.	2.9	26.906	20.616	151.726	22.96	154.04	3.75	.	.	.	.	48.025	.	5.125	88.265	.	.	0.079824561	2.555122807	1.971969298	8.861438597	1.418815789	17.97885965
03W	1.5182219	0.207	0.019	0.774	Hi27	84	.	.	.	.	201	.	68.6	915.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	271	.	94.2	1030.4	.	.	.	.	.	.	.	.	5.25	.	.	.	.	6.525	.	14.025	21.935	.	.	.	.	.	.	.	.
03W	1.65542303	0	0	0	HP301	73	.	.	.	.	189	.	86.8	909	.	.	0.94	19.602	9.668	128.568	11.8	14.36	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	279	.	100.6	1060.8	.	.	2.28	24.56	17.52	186.782	30.24	149.32	0.25	.	.	.	.	12.525	.	4.925	18.735	.	.	0.730175439	3.794122807	3.831969298	4.049438597	3.648815789	34.73885965
03W	1.65542303	0.079	0.898	0.023	Hy	74	.	.	.	.	174	.	89.8	757.4	.	.	2.7	27.322	16.144	115.236	18.1	66.5	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	266	.	105.4	926.6	.	.	3.14	29.042	20.676	174.45	37.74	200.2	0.25	.	.	.	.	20.025	.	3.425	57.065	.	.	0.149824561	0.065877193	0.593969298	2.616561403	0.498815789	8.668859649
03W	1.78058617	0.002	0.539	0.459	I137TN	82	.	.	.	.	168	.	82.6	779.6	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	308	.	104.6	959.8	.	.	3.56	26.242	20.514	168.892	28.28	178.42	4.25	.	.	.	.	23.025	.	7.025	45.965	.	.	.	.	.	.	.	.
03W	1.23053983	0.23	0.767	0.003	I205	74	.	.	.	.	150	.	96	779	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	255	.	112.6	932.4	.	.	2.98	28.052	23.194	153.128	26.76	180.62	0.25	.	.	.	.	32.025	.	0.325	46.265	.	.	.	.	.	.	.	.
03W	1.96290773	0	0	0	I29	62	.	.	.	.	142	.	.	.	.	.	0.775	20.66	9.385	90.1875	9.5	19.625	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	61	.	.	.	.	226	.	111	930.6	.	.	2.42	25.732	17.946	156.638	27.68	129.14	5.75	.	.	.	.	36.025	.	.	.	.	.	0.812675439	3.265122807	3.973469298	15.1408114	4.798815789	32.10635965
03W	1.96290773	0	0	0	IA2132	70	.	.	.	.	137	.	83.4	729	.	.	1.366666667	17.82666667	15.11	104.6766667	5.533333333	28.23333333	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	64	.	.	.	.	236	.	101.2	929.6	.	.	2.3	26.416	21.844	172.8	29.44	172	1.75	.	.	.	.	38.525	.	6.625	71.265	.	.	0.516842105	4.681789472	1.110969298	7.896228053	6.782149123	27.80219298
03W	1.78058617	0	0	0	Ia5125	76	.	.	.	.	90	.	56.5	740.5	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	63	.	.	.	.	277	.	105	1006.8	.	.	2.34	30.64	21.856	157.894	20.76	138.06	1.25	.	.	.	.	62.025	.	20.075	65.515	.	.	.	.	.	.	.	.
03W	1.54419739	0	0	0	IDS28	70	.	.	.	.	169	.	58.2	714.2	.	.	1.25	18.89	10.65	99.845	7.975	24.95	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	66	.	.	.	.	266	.	90.8	922	.	.	2.02	27.44	15.744	170.102	26.24	135.16	1.75	.	.	.	.	22.525	.	19.225	78.665	.	.	0.575175439	4.150122807	3.340969298	10.3120614	5.561315789	29.44385965
03W	1.78058617	0	0	0	IDS69	76	.	.	.	.	130	.	88	655.6	.	.	0.9	14.76333333	9.65	115.36	5.266666667	21.1	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	66	.	.	.	.	288	.	104.2	1007.8	.	.	2.6	24.774	17.294	183.72	26.66	148.52	1.25	.	.	.	.	42.025	.	4.325	107.965	.	.	0.750175439	6.213456142	3.840969298	2.554561403	6.915482456	31.36885965
03W	1.65542303	0	0	0	IDS91	70	.	.	.	.	144	.	87.8	798	.	.	1.18	19.234	8.198	138.328	11.84	32.04	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	273	.	107.2	1032.2	.	.	2.7	25.178	17.592	182.496	30.44	158.82	1.75	.	.	.	.	35.025	.	4.425	36.765	.	.	0.610175439	3.978122807	4.566969298	8.929438597	3.628815789	25.89885965
03W	1.78058617	0	0	0	Il101t	66	.	.	.	.	128	.	.	.	.	.	1.82	20.788	13.968	107.198	7.6	31.36	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	61	.	.	.	.	226	.	84	933.2	.	.	2.76	24.534	20.618	180.214	22.96	161.9	3.75	.	.	.	.	43.025	.	.	.	.	.	0.290175439	3.201122807	1.681969298	6.635561403	5.748815789	26.23885965
03W	1.65542303	0	0	0	IL14H	66	.	.	.	.	190	.	73.8	861.8	.	.	2.66	24.194	14.222	115.15	10.72	56.14	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	65	.	.	.	.	262	.	93.6	1021.8	.	.	3	29.916	20.75	167.296	29.02	171.82	3.75	.	.	.	.	12.025	.	11.425	4.865	.	.	0.129824561	1.498122807	1.554969298	2.659561403	4.188815789	13.84885965
03W	1.44411393	0	0	0	IL677A	70	.	.	.	.	150	.	92.66666667	684	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	66	.	.	.	.	280	.	115.6	850.8	.	.	2.02	30.344	17.658	150.182	18.46	111.12	1.75	.	.	.	.	32.025	.	1.991666665	93.765	.	.	.	.	.	.	.	.
03W	1.81448772	0.087	0.886	0.027	K148	76	.	.	.	.	191	.	81.6	876.2	.	.	1.68	20.43	13.034	112.876	14.08	15.12	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	298	.	108.4	1026	.	.	3.2	28.976	19.502	153.554	35.86	152.92	1.25	.	.	.	.	11.525	.	7.525	2.335	.	.	0.360175439	3.380122807	2.148969298	3.796561403	2.508815789	34.35885965
03W	1.54419739	0.11	0.873	0.017	K4	80	.	.	.	.	212	.	116	840.2	.	.	1.85	22.045	12.545	143.04	16.05	39.6	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	291	.	120	1009.6	.	.	2.1	24.558	18.538	157.11	23.42	132.52	3.25	.	.	.	.	1.025	.	9.675	15.665	.	.	0.275175439	2.572622807	2.393469298	11.2854386	1.523815789	22.11885965
03W	1.53289784	0.01	0.98	0.01	K55	76	.	.	.	.	157	.	85.6	735.8	.	.	2.233333333	23.49666667	10.17333333	75.6	7.233333333	17.33333333	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	253	.	116.6	967.2	.	.	3.075	29.76	19.4375	167.985	35	170.75	1.25	.	.	.	.	28.525	.	5.525	67.865	.	.	0.083508772	1.846789472	3.579302633	22.4345614	5.932149123	33.25219298
03W	1.84957904	0.033	0.965	0.002	K64	82	.	.	.	.	194	.	94	864.6	.	.	2.325	22.8525	13.73	104.7975	15.225	20.45	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	296	.	100.2	1002.8	.	.	3.28	29.176	20.158	207.264	42.78	223.4	4.25	.	.	.	.	10.025	.	1.325	3.465	.	.	0.037675439	2.168872807	1.800969298	7.835811403	1.936315789	31.69385965
03W	2.11453286	0.003	0.017	0.98	Ki11	89	.	.	.	.	.	.	112.8	1017	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	274	.	119.2	975	.	.	2.78	29.672	19.038	180.732	41.02	160.18	7.75	.	.	.	.	.	.	8.075	72.735	.	.	.	.	.	.	.	.
03W	2.29141179	0.003	0.003	0.994	Ki14	89	.	.	.	.	.	.	107.8	915	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	306	.	113	993.8	.	.	2.8	28.996	20.906	175.364	39.6	148.66	7.75	.	.	.	.	.	.	5.575	21.735	.	.	.	.	.	.	.	.
03W	1.92368701	0.001	0.018	0.981	Ki2007	84	.	.	.	.	199	.	124.6	807.6	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	285	.	128.2	1012.4	.	.	3.16	29.978	19.65	182.006	40.86	181.26	5.25	.	.	.	.	7.525	.	13.975	31.965	.	.	.	.	.	.	.	.
03W	2.0907411	0.005	0.002	0.993	Ki2021	.	.	.	.	.	.	.	134	1021.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	76	.	.	.	.	302	.	112.2	1023.4	.	.	2.62	30.838	16.102	165.498	36.74	104.76	.	.	.	.	.	.	.	18.675	74.935	.	.	.	.	.	.	.	.
03W	2.29141179	0.004	0.005	0.991	Ki21	84	.	.	.	.	.	.	97.8	774.2	.	.	2.2	20.78	14.668	116.454	10.74	28.56	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	76	.	.	.	.	294	.	114	1090	.	.	2.74	25.84	22.1	172.97	29.28	146.82	5.25	.	.	.	.	.	.	0.575	48.665	.	.	0.100175439	3.205122807	1.331969298	2.007561403	4.178815789	27.63885965
03W	2.0907411	0.001	0.393	0.606	Ki3	89	.	.	.	.	.	.	112.4	945.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	280	.	119.6	954.6	.	.	2.8	31.558	18.842	159.696	37.6	136.48	7.75	.	.	.	.	.	.	7.875	36.935	.	.	.	.	.	.	.	.
